time;X;Y;Z;Total
4,582458;-0,0225;0,1897;0,8670;0,888
4,582919;-0,0329;0,1880;0,8638;0,885
4,583204;-0,0421;0,1834;0,8492;0,870
4,583463;-0,0512;0,1789;0,8426;0,863
4,585609;-0,0561;0,1745;0,8374;0,857
4,591496;-0,0642;0,1674;0,8350;0,854
4,592135;-0,0717;0,1636;0,8222;0,841
4,592508;-0,0763;0,1618;0,8105;0,830
4,595202;-0,0828;0,1535;0,7998;0,819
4,597589;-0,0847;0,1496;0,7947;0,813
4,600042;-0,0840;0,1474;0,7849;0,803
4,603016;-0,0871;0,1410;0,7746;0,792
4,605367;-0,0884;0,1393;0,7670;0,785
4,607878;-0,0879;0,1389;0,7607;0,778
4,610353;-0,0896;0,1361;0,7470;0,765
4,612922;-0,0930;0,1337;0,7404;0,758
4,615458;-0,0937;0,1337;0,7324;0,750
4,617907;-0,0949;0,1337;0,7226;0,741
4,620264;-0,0945;0,1347;0,7208;0,739
4,623153;-0,0942;0,1330;0,7152;0,734
4,625490;-0,0949;0,1349;0,7113;0,730
4,628046;-0,0945;0,1369;0,7064;0,726
4,631279;-0,0923;0,1328;0,7017;0,720
4,634096;-0,0903;0,1330;0,7013;0,720
4,635961;-0,0912;0,1384;0,6959;0,715
4,638121;-0,0903;0,1342;0,6952;0,714
4,640615;-0,0866;0,1349;0,6979;0,716
4,643505;-0,0844;0,1391;0,6954;0,714
4,645555;-0,0871;0,1415;0,6959;0,715
4,648141;-0,0881;0,1442;0,6971;0,717
4,651689;-0,0835;0,1442;0,7047;0,724
4,653313;-0,0837;0,1498;0,7069;0,727
4,659932;-0,0854;0,1528;0,7120;0,733
4,660644;-0,0786;0,1501;0,7143;0,734
4,660929;-0,0747;0,1489;0,7133;0,732
4,663405;-0,0710;0,1531;0,7138;0,733
4,668805;-0,0668;0,1506;0,7187;0,737
4,669244;-0,0639;0,1528;0,7174;0,736
4,672174;-0,0644;0,1533;0,7213;0,740
4,673626;-0,0583;0,1515;0,7213;0,739
4,675835;-0,0630;0,1523;0,7180;0,737
4,681871;-0,0649;0,1547;0,7194;0,739
4,682502;-0,0639;0,1589;0,7218;0,742
4,683454;-0,0656;0,1575;0,7215;0,741
4,687817;-0,0656;0,1594;0,7206;0,741
4,688868;-0,0654;0,1577;0,7238;0,744
4,694011;-0,0658;0,1577;0,7245;0,744
4,694441;-0,0658;0,1540;0,7277;0,747
4,695968;-0,0683;0,1538;0,7326;0,752
4,698933;-0,0637;0,1510;0,7338;0,752
4,701045;-0,0654;0,1535;0,7338;0,753
4,703496;-0,0675;0,1486;0,7331;0,751
4,705981;-0,0673;0,1498;0,7378;0,756
4,708601;-0,0679;0,1510;0,7436;0,762
4,712506;-0,0703;0,1501;0,7443;0,763
4,713892;-0,0737;0,1552;0,7506;0,770
4,716315;-0,0798;0,1587;0,7558;0,776
4,718882;-0,0759;0,1580;0,7632;0,783
4,721450;-0,0815;0,1626;0,7702;0,791
4,724056;-0,0825;0,1662;0,7802;0,802
4,726349;-0,0828;0,1655;0,7907;0,812
4,728923;-0,0805;0,1626;0,8047;0,825
4,731761;-0,0788;0,1662;0,8164;0,837
4,734474;-0,0751;0,1680;0,8254;0,846
4,736441;-0,0737;0,1655;0,8379;0,857
4,739052;-0,0705;0,1650;0,8477;0,866
4,741418;-0,0666;0,1652;0,8553;0,874
4,743842;-0,0705;0,1667;0,8690;0,888
4,746755;-0,0698;0,1701;0,8787;0,898
4,749036;-0,0705;0,1694;0,8863;0,905
4,751660;-0,0715;0,1713;0,9009;0,920
4,753885;-0,0742;0,1762;0,9078;0,928
4,757059;-0,0747;0,1778;0,9179;0,938
4,759274;-0,0786;0,1772;0,9252;0,945
4,761610;-0,0812;0,1794;0,9312;0,952
4,764119;-0,0815;0,1741;0,9408;0,960
4,766785;-0,0844;0,1738;0,9479;0,967
4,770199;-0,0822;0,1736;0,9574;0,977
4,771707;-0,0812;0,1725;0,9650;0,984
4,774165;-0,0773;0,1696;0,9720;0,990
4,777857;-0,0749;0,1741;0,9831;1,001
4,782775;-0,0695;0,1743;0,9931;1,011
4,783495;-0,0630;0,1723;1,0063;1,023
4,784629;-0,0556;0,1718;1,0205;1,036
4,786843;-0,0521;0,1720;1,0261;1,042
4,794201;-0,0446;0,1711;1,0417;1,057
4,794993;-0,0375;0,1708;1,0515;1,066
4,795297;-0,0334;0,1725;1,0627;1,077
4,797094;-0,0314;0,1723;1,0731;1,087
4,799742;-0,0295;0,1748;1,0877;1,102
4,802299;-0,0321;0,1738;1,0973;1,111
4,805247;-0,0299;0,1750;1,1097;1,124
4,807244;-0,0297;0,1750;1,1204;1,134
4,810905;-0,0285;0,1757;1,1300;1,144
4,812967;-0,0287;0,1694;1,1365;1,149
4,814626;-0,0287;0,1660;1,1449;1,157
4,817426;-0,0302;0,1624;1,1507;1,163
4,819810;-0,0334;0,1594;1,1539;1,165
4,822334;-0,0351;0,1540;1,1563;1,167
4,824972;-0,0395;0,1523;1,1561;1,167
4,827583;-0,0446;0,1428;1,1603;1,170
4,831306;-0,0514;0,1384;1,1617;1,171
4,833042;-0,0581;0,1384;1,1632;1,173
4,835218;-0,0639;0,1366;1,1637;1,173
4,837366;-0,0700;0,1347;1,1688;1,179
4,839980;-0,0771;0,1315;1,1688;1,179
4,842355;-0,0825;0,1286;1,1756;1,185
4,844921;-0,0840;0,1291;1,1866;1,197
4,847527;-0,0905;0,1261;1,1830;1,193
4,850072;-0,0942;0,1249;1,1891;1,199
4,852585;-0,0937;0,1261;1,1966;1,207
4,854843;-0,0942;0,1268;1,2010;1,211
4,857764;-0,0917;0,1254;1,2140;1,224
4,860297;-0,0910;0,1264;1,2201;1,230
4,862482;-0,0844;0,1271;1,2278;1,237
4,865219;-0,0781;0,1277;1,2350;1,244
4,868381;-0,0735;0,1300;1,2395;1,248
4,871120;-0,0642;0,1320;1,2472;1,256
4,873268;-0,0546;0,1337;1,2568;1,265
4,878589;-0,0409;0,1386;1,2600;1,268
4,879103;-0,0307;0,1410;1,2678;1,276
4,884242;-0,0197;0,1442;1,2690;1,277
4,885001;-0,0067;0,1491;1,2707;1,279
4,886009;0,0015;0,1562;1,2717;1,281
4,893584;0,0124;0,1601;1,2724;1,283
4,894315;0,0168;0,1636;1,2658;1,276
4,894611;0,0262;0,1674;1,2576;1,269
4,895411;0,0359;0,1716;1,2529;1,265
4,898016;0,0462;0,1729;1,2434;1,256
4,900388;0,0529;0,1789;1,2323;1,246
4,904104;0,0643;0,1809;1,2174;1,232
4,905539;0,0711;0,1860;1,2062;1,223
4,908055;0,0792;0,1885;1,1935;1,211
4,911323;0,0888;0,1878;1,1773;1,196
4,913044;0,1007;0,1911;1,1568;1,177
4,915885;0,1058;0,1914;1,1437;1,164
4,918049;0,1154;0,1909;1,1319;1,154
4,920982;0,1217;0,1921;1,1165;1,139
4,922964;0,1244;0,1946;1,1116;1,135
4,927109;0,1291;0,1941;1,1009;1,125
4,928341;0,1317;0,1939;1,0943;1,119
4,931392;0,1322;0,1941;1,0864;1,112
4,933185;0,1296;0,1943;1,0831;1,108
4,935755;0,1247;0,1987;1,0794;1,105
4,938643;0,1186;0,1990;1,0787;1,103
4,941667;0,1073;0,2004;1,0826;1,106
4,943005;0,0970;0,1973;1,0840;1,106
4,945602;0,0890;0,1960;1,0871;1,108
4,948811;0,0797;0,1929;1,0992;1,119
4,951299;0,0734;0,1902;1,1082;1,127
4,953388;0,0658;0,1829;1,1069;1,124
4,956408;0,0585;0,1750;1,1190;1,134
4,958586;0,0460;0,1689;1,1221;1,136
4,961225;0,0443;0,1613;1,1280;1,140
4,963421;0,0408;0,1569;1,1304;1,142
4,965759;0,0313;0,1482;1,1344;1,144
4,968462;0,0222;0,1413;1,1351;1,144
4,971663;0,0191;0,1391;1,1405;1,149
4,973552;0,0122;0,1361;1,1449;1,153
4,977005;0,0068;0,1298;1,1424;1,150
4,978438;0,0017;0,1268;1,1432;1,150
4,984278;-0,0004;0,1271;1,1439;1,151
4,984909;-0,0040;0,1247;1,1417;1,149
4,986137;-0,0129;0,1228;1,1356;1,142
4,989365;-0,0138;0,1224;1,1365;1,143
4,995160;-0,0111;0,1259;1,1321;1,139
4,995806;-0,0129;0,1273;1,1300;1,137
4,996078;-0,0124;0,1312;1,1265;1,134
4,999551;-0,0101;0,1373;1,1197;1,128
5,001488;-0,0077;0,1454;1,1141;1,124
5,004037;-0,0062;0,1482;1,1136;1,123
5,006753;-0,0008;0,1489;1,1050;1,115
5,008942;0,0081;0,1538;1,1001;1,111
5,011423;0,0122;0,1589;1,0920;1,104
5,014398;0,0198;0,1603;1,0840;1,096
5,016400;0,0298;0,1606;1,0766;1,089
5,018803;0,0369;0,1640;1,0635;1,077
5,021414;0,0411;0,1662;1,0512;1,065
5,023897;0,0484;0,1692;1,0456;1,060
5,026642;0,0533;0,1745;1,0383;1,054
5,029462;0,0533;0,1785;1,0286;1,045
5,031839;0,0529;0,1834;1,0176;1,035
5,034115;0,0511;0,1897;1,0121;1,031
5,037075;0,0499;0,1951;1,0100;1,030
5,039198;0,0506;0,1958;1,0053;1,025
5,041756;0,0504;0,1939;0,9997;1,020
5,044449;0,0489;0,1916;0,9885;1,008
5,046899;0,0511;0,1916;0,9846;1,004
5,050374;0,0494;0,1902;0,9831;1,003
5,051908;0,0431;0,1878;0,9773;0,996
5,055374;0,0418;0,1821;0,9696;0,987
5,056981;0,0357;0,1797;0,9615;0,979
5,059799;0,0306;0,1823;0,9557;0,973
5,062175;0,0242;0,1787;0,9491;0,966
5,064552;0,0171;0,1789;0,9452;0,962
5,066774;0,0112;0,1816;0,9408;0,958
5,071729;0,0042;0,1801;0,9354;0,953
5,072556;-0,0031;0,1804;0,9303;0,948
5,074324;-0,0118;0,1767;0,9237;0,941
5,076953;-0,0118;0,1782;0,9217;0,939
5,079883;-0,0155;0,1774;0,9144;0,932
5,082102;-0,0148;0,1723;0,9139;0,930
5,084444;-0,0174;0,1743;0,9037;0,920
5,086853;-0,0131;0,1713;0,8978;0,914
5,090100;-0,0145;0,1711;0,8978;0,914
5,097060;-0,0111;0,1708;0,8919;0,908
5,097780;-0,0094;0,1723;0,8816;0,898
5,098039;-0,0060;0,1741;0,8783;0,895
5,100268;-0,0052;0,1789;0,8687;0,887
5,110295;-0,0048;0,1829;0,8621;0,881
5,111161;-0,0008;0,1818;0,8589;0,878
5,111493;0,0000;0,1823;0,8506;0,870
5,111771;0,0019;0,1875;0,8420;0,863
5,112027;0,0073;0,1880;0,8338;0,855
5,116071;0,0096;0,1931;0,8247;0,847
5,117324;0,0117;0,1914;0,8186;0,841
5,119797;0,0184;0,1921;0,8149;0,837
5,122485;0,0247;0,1890;0,8030;0,825
5,124770;0,0279;0,1924;0,7922;0,816
5,128070;0,0313;0,1955;0,7846;0,809
5,131092;0,0389;0,1955;0,7741;0,799
5,132561;0,0399;0,1953;0,7602;0,786
5,135029;0,0440;0,1983;0,7521;0,779
5,137592;0,0420;0,2004;0,7474;0,775
5,140246;0,0452;0,2041;0,7436;0,772
5,142653;0,0440;0,2065;0,7374;0,767
5,145231;0,0464;0,2121;0,7289;0,761
5,147804;0,0508;0,2181;0,7218;0,756
5,150843;0,0487;0,2175;0,7223;0,756
5,152953;0,0496;0,2200;0,7233;0,758
5,156117;0,0529;0,2207;0,7199;0,755
5,157862;0,0496;0,2224;0,7199;0,755
5,160290;0,0499;0,2224;0,7243;0,759
5,163302;0,0504;0,2212;0,7306;0,765
5,165215;0,0455;0,2230;0,7387;0,773
5,167790;0,0424;0,2185;0,7531;0,785
5,173028;0,0424;0,2185;0,7624;0,794
5,173498;0,0401;0,2165;0,7770;0,808
5,175291;0,0364;0,2144;0,7902;0,820
5,177764;0,0301;0,2107;0,8019;0,830
5,186001;0,0250;0,2104;0,8159;0,843
5,186644;0,0201;0,2014;0,8298;0,854
5,187104;0,0166;0,2027;0,8467;0,871
5,189022;0,0117;0,2011;0,8580;0,881
5,191565;0,0084;0,2011;0,8677;0,891
5,195173;0,0024;0,1955;0,8758;0,897
5,195842;0,0007;0,1887;0,8809;0,901
5,198085;-0,0013;0,1943;0,8892;0,910
5,200866;-0,0089;0,1921;0,8972;0,918
5,203063;-0,0138;0,1870;0,9102;0,929
5,205697;-0,0160;0,1806;0,9137;0,931
5,208534;-0,0174;0,1765;0,9207;0,938
5,211956;-0,0185;0,1762;0,9281;0,945
5,213220;-0,0206;0,1753;0,9324;0,949
5,215671;-0,0218;0,1733;0,9347;0,951
5,218242;-0,0225;0,1733;0,9330;0,949
5,220732;-0,0169;0,1687;0,9335;0,949
5,223231;-0,0173;0,1652;0,9366;0,951
5,227269;-0,0143;0,1674;0,9408;0,956
5,228749;-0,0064;0,1652;0,9457;0,960
5,231755;-0,0067;0,1657;0,9420;0,957
5,234141;-0,0026;0,1643;0,9435;0,958
5,235874;0,0032;0,1615;0,9426;0,956
5,238173;0,0081;0,1631;0,9413;0,955
5,241869;0,0100;0,1682;0,9389;0,954
5,243377;0,0137;0,1682;0,9364;0,952
5,245834;0,0166;0,1699;0,9364;0,952
5,249279;0,0193;0,1743;0,9373;0,954
5,251336;0,0215;0,1780;0,9330;0,950
5,253610;0,0215;0,1811;0,9286;0,946
5,256087;0,0271;0,1834;0,9247;0,943
5,258429;0,0359;0,1858;0,9235;0,943
5,261483;0,0371;0,1872;0,9268;0,946
5,263545;0,0396;0,1882;0,9259;0,946
5,266344;0,0448;0,1929;0,9247;0,946
5,268573;0,0457;0,1914;0,9263;0,947
5,271857;0,0508;0,1916;0,9266;0,948
5,273905;0,0508;0,1965;0,9323;0,954
5,276097;0,0536;0,1987;0,9335;0,956
5,278750;0,0531;0,2048;0,9371;0,961
5,281117;0,0523;0,1997;0,9435;0,966
5,283766;0,0541;0,1997;0,9447;0,967
5,286162;0,0525;0,2095;0,9469;0,971
5,288854;0,0531;0,2058;0,9533;0,977
5,291233;0,0531;0,2046;0,9589;0,982
5,294961;0,0489;0,2058;0,9615;0,985
5,298000;0,0464;0,2039;0,9648;0,987
5,299142;0,0445;0,2060;0,9708;0,993
5,301862;0,0455;0,2046;0,9769;0,999
5,304104;0,0382;0,2039;0,9836;1,005
5,306617;0,0291;0,2068;0,9904;1,012
5,309065;0,0245;0,2029;0,9923;1,013
5,311636;0,0225;0,2036;0,9983;1,019
5,313934;0,0173;0,2027;1,0060;1,026
5,317037;0,0159;0,1951;1,0076;1,026
5,320329;0,0115;0,1927;1,0176;1,036
5,321473;0,0122;0,1904;1,0188;1,036
5,324309;0,0081;0,1853;1,0221;1,039
5,326547;0,0032;0,1834;1,0268;1,043
5,330311;0,0030;0,1813;1,0319;1,048
5,332011;0,0023;0,1765;1,0373;1,052
5,334251;-0,0016;0,1745;1,0466;1,061
5,336718;0,0005;0,1725;1,0540;1,068
5,340278;0,0040;0,1701;1,0617;1,075
5,341803;-0,0026;0,1692;1,0686;1,082
5,344298;0,0005;0,1652;1,0771;1,090
5,346877;0,0010;0,1676;1,0920;1,105
5,350575;0,0073;0,1664;1,1011;1,114
5,351672;0,0098;0,1594;1,1129;1,124
5,354246;0,0105;0,1571;1,1278;1,139
5,356877;0,0112;0,1596;1,1419;1,153
5,359563;0,0124;0,1531;1,1579;1,168
5,362500;0,0130;0,1526;1,1705;1,180
5,364317;0,0159;0,1518;1,1864;1,196
5,366941;0,0115;0,1464;1,1925;1,202
5,369930;0,0154;0,1457;1,2055;1,214
5,372512;0,0157;0,1433;1,2197;1,228
5,374988;0,0140;0,1389;1,2343;1,242
5,377190;0,0142;0,1291;1,2392;1,246
5,379695;0,0152;0,1232;1,2453;1,251
5,382866;0,0154;0,1193;1,2504;1,256
5,384890;0,0164;0,1139;1,2560;1,261
5,387251;0,0140;0,1105;1,2570;1,262
5,390138;0,0120;0,1049;1,2637;1,268
5,392316;0,0100;0,0975;1,2670;1,271
5,398399;0,0044;0,0932;1,2665;1,270
5,399078;-0,0006;0,0890;1,2702;1,273
5,399902;-0,0031;0,0836;1,2683;1,271
5,402313;-0,0072;0,0819;1,2730;1,276
5,405176;-0,0111;0,0773;1,2719;1,274
5,410367;-0,0148;0,0683;1,2719;1,274
5,410950;-0,0101;0,0702;1,2746;1,277
5,412926;-0,0150;0,0683;1,2739;1,276
5,415074;-0,0190;0,0629;1,2683;1,270
5,417633;-0,0202;0,0618;1,2661;1,268
5,419979;-0,0241;0,0606;1,2649;1,267
5,422421;-0,0204;0,0611;1,2600;1,262
5,424934;-0,0202;0,0597;1,2558;1,257
5,427701;-0,0221;0,0629;1,2467;1,249
5,430515;-0,0246;0,0616;1,2387;1,240
5,433047;-0,0209;0,0631;1,2329;1,235
5,435379;-0,0206;0,0648;1,2236;1,225
5,437744;-0,0182;0,0650;1,2128;1,215
5,441368;-0,0169;0,0665;1,2052;1,207
5,443124;-0,0223;0,0678;1,1977;1,200
5,445247;-0,0160;0,0683;1,1847;1,187
5,447555;-0,0126;0,0678;1,1735;1,175
5,451526;-0,0167;0,0702;1,1671;1,169
5,452737;-0,0113;0,0697;1,1579;1,160
5,456124;-0,0131;0,0724;1,1441;1,146
5,457978;-0,0165;0,0709;1,1400;1,142
5,460520;-0,0150;0,0729;1,1332;1,136
5,462748;-0,0116;0,0776;1,1283;1,131
5,465322;-0,0080;0,0783;1,1253;1,128
5,467760;-0,0033;0,0743;1,1180;1,120
5,471290;-0,0038;0,0706;1,1118;1,114
5,473933;0,0003;0,0678;1,1067;1,109
5,475813;0,0017;0,0653;1,0997;1,102
5,478525;0,0003;0,0685;1,0955;1,098
5,480678;0,0017;0,0641;1,0938;1,096
5,483087;-0,0023;0,0662;1,0916;1,094
5,487546;-0,0008;0,0667;1,0869;1,089
5,488548;-0,0052;0,0695;1,0877;1,090
5,492873;-0,0082;0,0718;1,0918;1,094
5,493598;-0,0113;0,0702;1,0950;1,097
5,495840;-0,0169;0,0716;1,1004;1,103
5,499760;-0,0211;0,0731;1,1041;1,107
5,500661;-0,0214;0,0709;1,1078;1,110
5,505757;-0,0229;0,0662;1,1131;1,115
5,506234;-0,0290;0,0650;1,1236;1,126
5,511105;-0,0290;0,0621;1,1314;1,134
5,511638;-0,0323;0,0572;1,1348;1,137
5,513434;-0,0309;0,0538;1,1449;1,147
5,516012;-0,0307;0,0457;1,1556;1,157
5,518601;-0,0331;0,0408;1,1619;1,163
5,521246;-0,0339;0,0384;1,1663;1,167
5,523957;-0,0346;0,0331;1,1712;1,172
5,525823;-0,0339;0,0301;1,1784;1,179
5,528062;-0,0331;0,0264;1,1719;1,173
5,531856;-0,0388;0,0235;1,1696;1,170
5,533877;-0,0412;0,0220;1,1712;1,172
5,536159;-0,0444;0,0191;1,1740;1,175
5,538562;-0,0476;0,0152;1,1703;1,171
5,541649;-0,0512;0,0140;1,1674;1,169
5,544506;-0,0534;0,0093;1,1635;1,165
5,546099;-0,0551;0,0133;1,1593;1,161
5,549117;-0,0549;0,0115;1,1463;1,148
5,551244;-0,0558;0,0137;1,1419;1,143
5,553666;-0,0588;0,0154;1,1365;1,138
5,556107;-0,0561;0,0189;1,1319;1,133
5,558755;-0,0568;0,0194;1,1187;1,120
5,561052;-0,0539;0,0250;1,1094;1,111
5,564009;-0,0488;0,0294;1,0980;1,099
5,566300;-0,0439;0,0326;1,0864;1,088
5,568754;-0,0311;0,0392;1,0774;1,079
5,577379;-0,0229;0,0440;1,0722;1,073
5,578498;-0,0199;0,0497;1,0679;1,069
5,578881;-0,0099;0,0531;1,0626;1,064
5,579062;-0,0004;0,0580;1,0561;1,058
5,581475;0,0052;0,0616;1,0505;1,052
5,584162;0,0140;0,0660;1,0510;1,053
5,589634;0,0210;0,0714;1,0508;1,053
5,590416;0,0286;0,0729;1,0496;1,053
5,591472;0,0366;0,0755;1,0471;1,050
5,594786;0,0420;0,0751;1,0523;1,056
5,596586;0,0496;0,0788;1,0593;1,063
5,599583;0,0536;0,0804;1,0605;1,065
5,601526;0,0574;0,0767;1,0649;1,069
5,604343;0,0594;0,0770;1,0706;1,075
5,606560;0,0557;0,0770;1,0784;1,083
5,609228;0,0550;0,0776;1,0840;1,088
5,611737;0,0501;0,0809;1,0943;1,098
5,614254;0,0426;0,0790;1,1094;1,113
5,616818;0,0362;0,0790;1,1190;1,122
5,619580;0,0313;0,0811;1,1309;1,134
5,622257;0,0220;0,0785;1,1412;1,144
5,624250;0,0186;0,0751;1,1507;1,153
5,626931;0,0117;0,0709;1,1588;1,161
5,630538;-0,0011;0,0648;1,1642;1,166
5,632500;-0,0050;0,0626;1,1728;1,174
5,635069;-0,0097;0,0587;1,1693;1,171
5,637328;-0,0202;0,0557;1,1717;1,173
5,639495;-0,0278;0,0543;1,1724;1,174
5,642467;-0,0390;0,0531;1,1737;1,176
5,644730;-0,0500;0,0538;1,1771;1,179
5,647194;-0,0544;0,0555;1,1784;1,181
5,650367;-0,0602;0,0531;1,1696;1,172
5,653971;-0,0654;0,0476;1,1586;1,161
5,654989;-0,0673;0,0464;1,1514;1,154
5,657360;-0,0675;0,0487;1,1383;1,141
5,659883;-0,0695;0,0457;1,1283;1,131
5,661957;-0,0698;0,0455;1,1192;1,122
5,665896;-0,0715;0,0499;1,1029;1,106
5,667290;-0,0656;0,0511;1,0859;1,089
5,670211;-0,0614;0,0506;1,0686;1,072
5,672729;-0,0568;0,0533;1,0593;1,062
5,674631;-0,0558;0,0574;1,0430;1,046
5,677378;-0,0502;0,0638;1,0263;1,030
5,679798;-0,0470;0,0638;1,0137;1,017
5,682337;-0,0351;0,0695;1,0053;1,008
5,684937;-0,0299;0,0743;0,9967;1,000
5,691046;-0,0187;0,0792;0,9890;0,992
5,691683;-0,0111;0,0802;0,9857;0,989
5,695078;-0,0023;0,0839;0,9726;0,976
5,695445;0,0061;0,0863;0,9631;0,967
5,697571;0,0110;0,0885;0,9571;0,961
5,701202;0,0145;0,0914;0,9520;0,957
5,702576;0,0201;0,0912;0,9447;0,949
5,705568;0,0220;0,0961;0,9426;0,948
5,707493;0,0303;0,0995;0,9357;0,941
5,712002;0,0279;0,0963;0,9371;0,942
5,712684;0,0228;0,1009;0,9417;0,947
5,715206;0,0238;0,1042;0,9413;0,947
5,717643;0,0266;0,1032;0,9491;0,955
5,721164;0,0196;0,1079;0,9564;0,963
5,723404;0,0142;0,1081;0,9633;0,969
5,725256;0,0130;0,1056;0,9731;0,979
5,727741;0,0071;0,1063;0,9773;0,983
5,730512;0,0056;0,1051;0,9862;0,992
5,732926;0,0037;0,1042;0,9918;0,997
5,736131;0,0040;0,0986;0,9887;0,994
5,737952;0,0010;0,0921;0,9934;0,998
5,740541;0,0015;0,0848;0,9921;0,996
5,742759;-0,0033;0,0809;0,9841;0,987
5,745625;-0,0026;0,0814;0,9776;0,981
5,748147;-0,0064;0,0770;0,9743;0,977
5,751402;-0,0064;0,0697;0,9650;0,968
5,752834;-0,0089;0,0667;0,9554;0,958
5,756097;-0,0178;0,0638;0,9417;0,944
5,758466;-0,0218;0,0626;0,9268;0,929
5,760556;-0,0255;0,0626;0,9151;0,918
5,763246;-0,0287;0,0648;0,9009;0,904
5,766359;-0,0290;0,0643;0,8912;0,894
5,769249;-0,0331;0,0606;0,8797;0,882
5,771511;-0,0321;0,0623;0,8667;0,870
5,773229;-0,0334;0,0643;0,8574;0,861
5,775684;-0,0329;0,0626;0,8499;0,853
5,778387;-0,0292;0,0602;0,8411;0,844
5,780747;-0,0272;0,0629;0,8384;0,841
5,783241;-0,0216;0,0641;0,8406;0,843
5,786183;-0,0214;0,0648;0,8382;0,841
5,792302;-0,0209;0,0641;0,8452;0,848
5,792924;-0,0131;0,0653;0,8472;0,850
5,795576;-0,0087;0,0672;0,8477;0,850
5,796203;-0,0080;0,0697;0,8482;0,851
5,798469;-0,0075;0,0734;0,8506;0,854
5,801641;-0,0097;0,0755;0,8543;0,858
5,803545;-0,0133;0,0780;0,8580;0,862
5,805973;-0,0182;0,0836;0,8662;0,870
5,808632;-0,0180;0,0863;0,8739;0,878
5,812027;-0,0187;0,0912;0,8760;0,881
5,813450;-0,0204;0,0953;0,8851;0,890
5,815925;-0,0223;0,0965;0,8904;0,896
5,818501;-0,0167;0,0968;0,8993;0,905
5,820998;-0,0157;0,1007;0,9051;0,911
5,823982;-0,0104;0,0990;0,9203;0,926
5,826109;-0,0004;0,0983;0,9263;0,932
5,828735;0,0019;0,0946;0,9381;0,943
5,831166;0,0064;0,0919;0,9445;0,949
5,833762;0,0130;0,0934;0,9564;0,961
5,836974;0,0166;0,0907;0,9636;0,968
5,838766;0,0164;0,0868;0,9748;0,979
5,841373;0,0198;0,0856;0,9853;0,989
5,844822;0,0196;0,0851;0,9948;0,999
5,846428;0,0181;0,0848;1,0027;1,006
5,849335;0,0198;0,0819;1,0114;1,015
5,851348;0,0203;0,0792;1,0226;1,026
5,854023;0,0176;0,0832;1,0261;1,030
5,857178;0,0145;0,0804;1,0300;1,033
5,859091;0,0103;0,0836;1,0358;1,039
5,861450;0,0084;0,0792;1,0468;1,050
5,864959;0,0056;0,0846;1,0547;1,058
5,867621;0,0054;0,0836;1,0615;1,065
5,869257;0,0040;0,0860;1,0771;1,081
5,871650;0,0005;0,0865;1,0871;1,091
5,874086;0,0052;0,0885;1,0936;1,097
5,876585;0,0075;0,0883;1,1009;1,104
5,881287;0,0073;0,0890;1,1111;1,115
5,882034;0,0133;0,0870;1,1192;1,123
5,884216;0,0176;0,0868;1,1288;1,132
5,886757;0,0220;0,0872;1,1319;1,136
5,893133;0,0238;0,0893;1,1351;1,139
5,893822;0,0269;0,0919;1,1358;1,140
5,894372;0,0333;0,0897;1,1356;1,140
5,897463;0,0411;0,0876;1,1304;1,135
5,899369;0,0424;0,0907;1,1267;1,131
5,904073;0,0420;0,0912;1,1175;1,122
5,904758;0,0467;0,0881;1,1074;1,112
5,907131;0,0520;0,0888;1,0992;1,104
5,909451;0,0574;0,0853;1,0852;1,090
5,912103;0,0638;0,0836;1,0766;1,082
5,914842;0,0694;0,0814;1,0682;1,074
5,917839;0,0690;0,0811;1,0647;1,070
5,919479;0,0704;0,0844;1,0566;1,062
5,921960;0,0711;0,0868;1,0535;1,059
5,924725;0,0721;0,0878;1,0547;1,061
5,927068;0,0697;0,0919;1,0474;1,054
5,930143;0,0704;0,0953;1,0449;1,052
5,932465;0,0706;0,0970;1,0449;1,052
5,935114;0,0650;0,0978;1,0415;1,048
5,937257;0,0636;0,0995;1,0417;1,048
5,939896;0,0638;0,1012;1,0398;1,047
5,943101;0,0618;0,1017;1,0381;1,045
5,944707;0,0606;0,1024;1,0410;1,048
5,947488;0,0604;0,0983;1,0400;1,046
5,950273;0,0643;0,1002;1,0391;1,046
5,952318;0,0621;0,1009;1,0388;1,046
5,954902;0,0569;0,0978;1,0346;1,041
5,958048;0,0567;0,0951;1,0327;1,039
5,960593;0,0555;0,0914;1,0261;1,032
5,962481;0,0531;0,0934;1,0217;1,027
5,964948;0,0501;0,0973;1,0193;1,025
5,968880;0,0508;0,0904;1,0097;1,015
5,970497;0,0487;0,0839;1,0019;1,007
5,972500;0,0448;0,0799;0,9921;0,996
5,974949;0,0415;0,0823;0,9831;0,987
5,977378;0,0403;0,0763;0,9724;0,976
5,980298;0,0362;0,0729;0,9636;0,967
5,982355;0,0387;0,0718;0,9533;0,957
5,984976;0,0399;0,0687;0,9435;0,947
5,988249;0,0389;0,0660;0,9312;0,934
5,993825;0,0384;0,0646;0,9212;0,924
5,994474;0,0396;0,0643;0,9156;0,919
5,995528;0,0371;0,0611;0,9068;0,910
5,997647;0,0320;0,0592;0,9019;0,904
6,000501;0,0306;0,0578;0,9002;0,903
6,005737;0,0286;0,0574;0,8970;0,899
6,006573;0,0254;0,0609;0,8914;0,894
6,008145;0,0222;0,0634;0,8929;0,895
6,011338;0,0201;0,0683;0,8941;0,897
