time;X;Y;Z;Total
8,754975;-0,0326;0,1477;1,0523;1,063
8,757251;-0,0299;0,1510;1,0542;1,065
8,760374;-0,0309;0,1535;1,0561;1,068
8,762795;-0,0295;0,1515;1,0568;1,068
8,764996;-0,0309;0,1538;1,0617;1,073
8,767422;-0,0278;0,1555;1,0608;1,073
8,770088;-0,0283;0,1559;1,0657;1,077
8,773075;-0,0331;0,1518;1,0633;1,075
8,774893;-0,0270;0,1531;1,0608;1,072
8,777483;-0,0231;0,1533;1,0593;1,071
8,780114;-0,0258;0,1513;1,0596;1,071
8,783179;-0,0223;0,1510;1,0573;1,068
8,785679;-0,0267;0,1482;1,0533;1,064
8,787628;-0,0285;0,1510;1,0530;1,064
8,790212;-0,0302;0,1508;1,0537;1,065
8,792858;-0,0336;0,1523;1,0533;1,065
8,795391;-0,0358;0,1538;1,0528;1,065
8,797753;-0,0351;0,1559;1,0520;1,064
8,800401;-0,0353;0,1571;1,0493;1,062
8,802773;-0,0388;0,1552;1,0476;1,060
8,809112;-0,0339;0,1582;1,0432;1,056
8,809874;-0,0302;0,1564;1,0459;1,058
8,811486;-0,0290;0,1540;1,0435;1,055
8,812934;-0,0297;0,1575;1,0361;1,048
8,815505;-0,0267;0,1547;1,0358;1,048
8,817795;-0,0258;0,1584;1,0368;1,049
8,820613;-0,0229;0,1520;1,0312;1,043
8,822849;-0,0221;0,1523;1,0286;1,040
8,825749;-0,0225;0,1540;1,0263;1,038
8,828566;-0,0209;0,1569;1,0244;1,037
8,831682;-0,0231;0,1550;1,0246;1,037
8,833254;-0,0218;0,1564;1,0241;1,036
8,835779;-0,0216;0,1538;1,0221;1,034
8,838150;-0,0223;0,1577;1,0193;1,032
8,840922;-0,0180;0,1564;1,0207;1,033
8,843205;-0,0197;0,1557;1,0200;1,032
8,845718;-0,0194;0,1508;1,0172;1,029
8,847999;-0,0199;0,1501;1,0178;1,029
8,851301;-0,0206;0,1513;1,0178;1,029
8,854190;-0,0157;0,1520;1,0176;1,029
8,856170;-0,0116;0,1491;1,0132;1,024
8,858156;-0,0160;0,1484;1,0165;1,027
8,860695;-0,0148;0,1452;1,0188;1,029
8,864086;-0,0157;0,1442;1,0156;1,026
8,866881;-0,0209;0,1417;1,0160;1,026
8,868181;-0,0202;0,1413;1,0090;1,019
8,871126;-0,0218;0,1425;1,0073;1,018
8,873373;-0,0243;0,1382;1,0073;1,017
8,875825;-0,0265;0,1364;1,0058;1,015
8,878405;-0,0314;0,1335;1,0036;1,013
8,881142;-0,0339;0,1330;1,0014;1,011
8,883227;-0,0343;0,1305;1,0016;1,011
8,886079;-0,0348;0,1286;0,9967;1,006
8,888627;-0,0319;0,1247;0,9955;1,004
8,891125;-0,0278;0,1240;0,9916;1,000
8,893267;-0,0316;0,1240;0,9926;1,001
8,899027;-0,0307;0,1179;0,9878;0,995
8,899704;-0,0334;0,1159;0,9848;0,992
8,901685;-0,0388;0,1144;0,9878;0,995
8,904055;-0,0367;0,1147;0,9892;0,996
8,909416;-0,0355;0,1119;0,9857;0,993
8,910197;-0,0343;0,1127;0,9797;0,987
8,911604;-0,0375;0,1098;0,9792;0,986
8,914783;-0,0404;0,1100;0,9757;0,983
8,917144;-0,0383;0,1073;0,9760;0,983
8,919038;-0,0395;0,1114;0,9743;0,981
8,921524;-0,0397;0,1130;0,9704;0,978
8,923857;-0,0392;0,1088;0,9699;0,977
8,927814;-0,0380;0,1076;0,9713;0,978
8,929673;-0,0385;0,1056;0,9708;0,977
8,932986;-0,0351;0,1051;0,9716;0,978
8,934161;-0,0388;0,0995;0,9689;0,975
8,937273;-0,0402;0,1005;0,9696;0,976
8,938908;-0,0407;0,0983;0,9745;0,980
8,941423;-0,0388;0,0965;0,9804;0,986
8,944179;-0,0385;0,1002;0,9831;0,989
8,946531;-0,0385;0,1002;0,9865;0,992
8,948912;-0,0351;0,0983;0,9934;0,999
8,952251;-0,0302;0,1002;0,9978;1,003
8,953956;-0,0314;0,1009;1,0014;1,007
8,956629;-0,0253;0,1014;1,0107;1,016
8,959412;-0,0246;0,0958;1,0144;1,019
8,961512;-0,0197;0,0944;1,0221;1,027
8,964490;-0,0169;0,0924;1,0273;1,032
8,966623;-0,0141;0,0900;1,0290;1,033
8,969330;-0,0138;0,0895;1,0314;1,035
8,971910;-0,0118;0,0839;1,0370;1,040
8,974349;-0,0109;0,0841;1,0363;1,040
8,976761;-0,0089;0,0804;1,0379;1,041
8,979282;-0,0089;0,0804;1,0379;1,041
8,981902;-0,0131;0,0753;1,0373;1,040
8,984396;-0,0129;0,0734;1,0339;1,037
8,987331;-0,0167;0,0739;1,0351;1,038
8,990145;-0,0246;0,0753;1,0317;1,035
8,992011;-0,0302;0,0718;1,0293;1,032
8,994313;-0,0302;0,0697;1,0302;1,033
9,000086;-0,0351;0,0734;1,0268;1,030
9,000739;-0,0400;0,0731;1,0300;1,033
9,002144;-0,0463;0,0699;1,0219;1,025
9,004941;-0,0483;0,0716;1,0230;1,027
9,010069;-0,0465;0,0697;1,0221;1,026
9,010946;-0,0460;0,0678;1,0183;1,022
9,012989;-0,0465;0,0702;1,0183;1,022
9,014607;-0,0481;0,0729;1,0183;1,022
9,017418;-0,0446;0,0724;1,0121;1,016
9,019718;-0,0434;0,0716;1,0151;1,019
9,022228;-0,0434;0,0706;1,0127;1,016
9,024813;-0,0365;0,0714;1,0102;1,013
9,027274;-0,0339;0,0724;1,0144;1,018
9,030618;-0,0339;0,0718;1,0144;1,017
9,032256;-0,0290;0,0704;1,0158;1,019
9,035315;-0,0270;0,0706;1,0139;1,017
9,037393;-0,0231;0,0709;1,0144;1,017
9,039668;-0,0211;0,0739;1,0151;1,018
9,042297;-0,0185;0,0743;1,0168;1,020
9,045048;-0,0167;0,0760;1,0183;1,021
9,048179;-0,0190;0,0785;1,0172;1,020
9,050354;-0,0197;0,0788;1,0165;1,020
9,053044;-0,0192;0,0790;1,0170;1,020
9,054966;-0,0162;0,0809;1,0112;1,015
9,058189;-0,0204;0,0816;1,0107;1,014
9,059931;-0,0258;0,0809;1,0095;1,013
9,062853;-0,0250;0,0841;1,0065;1,010
9,064922;-0,0248;0,0848;1,0032;1,007
9,067413;-0,0278;0,0841;0,9975;1,001
9,070229;-0,0278;0,0773;0,9946;0,998
9,072553;-0,0253;0,0788;0,9914;0,995
9,075253;-0,0287;0,0807;0,9882;0,992
9,077918;-0,0287;0,0795;0,9809;0,985
9,080551;-0,0319;0,0763;0,9755;0,979
9,082856;-0,0353;0,0748;0,9724;0,976
9,085463;-0,0378;0,0748;0,9704;0,974
9,088271;-0,0348;0,0776;0,9731;0,977
9,090966;-0,0372;0,0809;0,9726;0,977
9,093562;-0,0390;0,0804;0,9801;0,984
9,095261;-0,0355;0,0827;0,9776;0,982
9,099495;-0,0295;0,0848;0,9782;0,982
9,100328;-0,0262;0,0853;0,9789;0,983
9,103702;-0,0253;0,0860;0,9811;0,985
9,105291;-0,0274;0,0890;0,9813;0,986
9,110014;-0,0197;0,0909;0,9841;0,988
9,111412;-0,0194;0,0956;0,9843;0,989
9,112809;-0,0211;0,0929;0,9829;0,987
9,115631;-0,0169;0,0934;0,9841;0,989
9,117849;-0,0150;0,0929;0,9882;0,993
9,120769;-0,0157;0,0921;0,9834;0,988
9,123051;-0,0113;0,0929;0,9850;0,989
9,125338;-0,0075;0,0916;0,9836;0,988
9,128048;-0,0067;0,0932;0,9797;0,984
9,131384;-0,0080;0,0939;0,9755;0,980
9,133968;-0,0064;0,0944;0,9716;0,976
9,136250;-0,0101;0,0939;0,9687;0,973
9,138298;-0,0055;0,0926;0,9631;0,968
9,140655;-0,0069;0,0914;0,9611;0,965
9,143218;-0,0077;0,0885;0,9547;0,959
9,145712;-0,0029;0,0895;0,9501;0,954
9,148414;0,0007;0,0897;0,9450;0,949
9,151408;0,0056;0,0858;0,9430;0,947
9,154069;0,0059;0,0846;0,9396;0,943
9,155976;0,0075;0,0876;0,9345;0,939
9,158552;0,0105;0,0848;0,9349;0,939
9,160879;0,0157;0,0821;0,9263;0,930
9,163405;0,0191;0,0819;0,9249;0,929
9,166495;0,0222;0,0776;0,9242;0,928
9,168510;0,0238;0,0790;0,9237;0,927
9,171476;0,0284;0,0799;0,9228;0,927
9,174117;0,0345;0,0743;0,9222;0,926
9,176186;0,0369;0,0709;0,9247;0,928
9,178576;0,0413;0,0714;0,9230;0,927
9,181667;0,0436;0,0721;0,9263;0,930
9,183549;0,0452;0,0695;0,9298;0,933
9,186096;0,0445;0,0672;0,9330;0,936
9,188816;0,0492;0,0690;0,9386;0,942
9,191128;0,0413;0,0655;0,9401;0,943
9,193625;0,0431;0,0665;0,9401;0,943
9,196076;0,0413;0,0678;0,9466;0,950
9,201923;0,0355;0,0702;0,9494;0,953
9,202530;0,0318;0,0697;0,9506;0,954
9,204026;0,0264;0,0678;0,9582;0,961
9,207450;0,0166;0,0641;0,9633;0,966
9,211930;0,0159;0,0634;0,9667;0,969
9,212557;0,0145;0,0613;0,9729;0,975
9,213856;0,0117;0,0592;0,9718;0,974
9,216384;0,0068;0,0543;0,9769;0,978
9,218919;0,0064;0,0506;0,9769;0,978
9,221514;-0,0011;0,0504;0,9811;0,982
9,224218;-0,0045;0,0482;0,9831;0,984
9,226508;-0,0124;0,0464;0,9836;0,985
9,228906;-0,0180;0,0489;0,9885;0,990
9,232101;-0,0180;0,0504;0,9943;0,996
9,233958;-0,0211;0,0476;0,9962;0,998
9,236522;-0,0297;0,0497;1,0002;1,002
9,239206;-0,0262;0,0489;1,0019;1,003
9,241736;-0,0229;0,0513;1,0088;1,010
9,244798;-0,0267;0,0529;1,0088;1,011
9,247007;-0,0311;0,0569;1,0156;1,018
9,249192;-0,0292;0,0550;1,0172;1,019
9,251766;-0,0283;0,0560;1,0237;1,026
9,254270;-0,0274;0,0572;1,0332;1,035
9,256797;-0,0299;0,0613;1,0319;1,034
9,259546;-0,0323;0,0567;1,0305;1,033
9,261790;-0,0321;0,0587;1,0322;1,034
9,264589;-0,0267;0,0611;1,0381;1,040
9,267170;-0,0316;0,0590;1,0419;1,044
9,270306;-0,0311;0,0569;1,0417;1,044
9,272325;-0,0314;0,0572;1,0488;1,051
9,274366;-0,0309;0,0590;1,0498;1,052
9,277010;-0,0336;0,0590;1,0556;1,058
9,280042;-0,0367;0,0574;1,0554;1,058
9,281926;-0,0388;0,0560;1,0584;1,061
9,284509;-0,0421;0,0569;1,0649;1,067
9,288239;-0,0446;0,0553;1,0642;1,067
9,289941;-0,0468;0,0531;1,0633;1,066
9,291948;-0,0505;0,0520;1,0664;1,069
9,294638;-0,0502;0,0533;1,0684;1,071
9,297678;-0,0517;0,0448;1,0733;1,075
9,304025;-0,0570;0,0418;1,0722;1,075
9,304745;-0,0578;0,0399;1,0706;1,073
9,305059;-0,0619;0,0415;1,0676;1,070
9,308927;-0,0649;0,0384;1,0669;1,070
9,311165;-0,0668;0,0382;1,0710;1,074
9,312661;-0,0663;0,0323;1,0708;1,073
9,314604;-0,0717;0,0306;1,0661;1,069
9,317384;-0,0747;0,0306;1,0635;1,067
9,319646;-0,0732;0,0284;1,0577;1,061
9,323068;-0,0754;0,0287;1,0530;1,056
9,325071;-0,0751;0,0303;1,0515;1,055
9,327673;-0,0732;0,0274;1,0484;1,051
9,330443;-0,0722;0,0284;1,0412;1,044
9,332674;-0,0732;0,0299;1,0354;1,038
9,335109;-0,0727;0,0310;1,0319;1,035
9,338076;-0,0715;0,0340;1,0273;1,030
9,340484;-0,0717;0,0350;1,0268;1,030
9,342544;-0,0776;0,0380;1,0241;1,028
9,344998;-0,0735;0,0399;1,0163;1,020
9,347804;-0,0700;0,0443;1,0125;1,016
9,350025;-0,0688;0,0480;1,0119;1,015
9,353143;-0,0673;0,0474;1,0078;1,011
9,355500;-0,0642;0,0529;1,0029;1,006
9,357604;-0,0626;0,0523;1,0002;1,004
9,360199;-0,0595;0,0525;1,0051;1,008
9,362592;-0,0527;0,0506;0,9955;0,998
9,365312;-0,0519;0,0555;0,9953;0,998
9,368033;-0,0514;0,0560;0,9987;1,002
9,370619;-0,0512;0,0565;0,9918;0,995
9,373211;-0,0478;0,0590;0,9929;0,996
9,375815;-0,0483;0,0623;0,9921;0,995
9,377922;-0,0476;0,0658;0,9941;0,997
9,380463;-0,0476;0,0662;0,9929;0,996
9,382943;-0,0512;0,0685;0,9941;0,998
9,385402;-0,0549;0,0685;0,9941;0,998
9,395719;-0,0546;0,0687;0,9992;1,003
9,396925;-0,0521;0,0675;0,9950;0,999
9,397497;-0,0539;0,0695;0,9983;1,002
9,397993;-0,0539;0,0729;1,0007;1,005
9,409343;-0,0505;0,0709;0,9972;1,001
9,410212;-0,0525;0,0687;0,9990;1,003
9,410514;-0,0495;0,0662;1,0004;1,004
9,410803;-0,0493;0,0626;0,9990;1,002
9,411034;-0,0512;0,0621;0,9992;1,002
9,413612;-0,0478;0,0613;0,9997;1,003
9,414111;-0,0505;0,0609;1,0036;1,007
9,415684;-0,0544;0,0599;1,0024;1,006
9,418257;-0,0590;0,0609;1,0009;1,004
9,421137;-0,0612;0,0555;1,0002;1,004
9,423353;-0,0634;0,0548;1,0004;1,004
9,425949;-0,0646;0,0548;1,0041;1,008
9,428732;-0,0656;0,0548;1,0039;1,008
9,431352;-0,0686;0,0550;1,0032;1,007
9,433677;-0,0688;0,0550;1,0044;1,008
9,436085;-0,0670;0,0538;1,0048;1,008
9,438257;-0,0654;0,0531;0,9967;1,000
9,441622;-0,0670;0,0520;0,9985;1,002
9,443688;-0,0642;0,0494;0,9946;0,998
9,446292;-0,0644;0,0482;0,9941;0,997
9,448500;-0,0632;0,0469;0,9914;0,995
9,451179;-0,0612;0,0460;0,9904;0,993
9,453422;-0,0630;0,0462;0,9887;0,992
9,455960;-0,0624;0,0418;0,9914;0,994
9,458534;-0,0610;0,0426;0,9874;0,990
9,461137;-0,0646;0,0424;0,9855;0,989
9,463577;-0,0639;0,0433;0,9885;0,991
9,467388;-0,0634;0,0431;0,9890;0,992
9,468736;-0,0673;0,0404;0,9882;0,991
9,472650;-0,0724;0,0445;0,9918;0,995
9,473644;-0,0705;0,0424;0,9934;0,997
9,476282;-0,0766;0,0433;0,9985;1,002
9,480023;-0,0768;0,0413;0,9983;1,002
9,481298;-0,0776;0,0418;1,0036;1,007
9,483654;-0,0786;0,0389;1,0055;1,009
9,486597;-0,0793;0,0408;1,0041;1,008
9,495333;-0,0759;0,0364;1,0019;1,005
9,496653;-0,0747;0,0328;1,0002;1,004
9,497090;-0,0732;0,0331;0,9987;1,002
9,497390;-0,0756;0,0303;0,9978;1,001
9,499258;-0,0771;0,0257;0,9904;0,994
9,505942;-0,0808;0,0250;0,9897;0,993
9,506814;-0,0771;0,0277;0,9899;0,993
9,507132;-0,0817;0,0318;0,9857;0,990
9,509147;-0,0852;0,0287;0,9821;0,986
9,512181;-0,0835;0,0320;0,9821;0,986
9,514276;-0,0889;0,0323;0,9789;0,983
9,516577;-0,0901;0,0301;0,9743;0,979
9,519945;-0,0864;0,0299;0,9680;0,972
9,522948;-0,0886;0,0301;0,9650;0,970
9,525766;-0,0889;0,0291;0,9640;0,969
9,526457;-0,0859;0,0326;0,9596;0,964
9,528955;-0,0874;0,0333;0,9589;0,963
9,534143;-0,0859;0,0303;0,9596;0,964
9,535082;-0,0847;0,0294;0,9626;0,967
9,536647;-0,0840;0,0296;0,9574;0,962
9,540085;-0,0822;0,0287;0,9557;0,960
9,542036;-0,0815;0,0310;0,9518;0,956
9,545839;-0,0837;0,0279;0,9506;0,955
9,547921;-0,0866;0,0277;0,9520;0,956
9,550354;-0,0842;0,0279;0,9562;0,960
9,552494;-0,0861;0,0294;0,9538;0,958
9,554605;-0,0879;0,0284;0,9562;0,961
9,557019;-0,0893;0,0306;0,9571;0,962
9,559569;-0,0874;0,0303;0,9599;0,964
9,561891;-0,0905;0,0274;0,9650;0,970
9,564580;-0,0924;0,0269;0,9640;0,969
9,567809;-0,0954;0,0291;0,9640;0,969
9,572192;-0,1008;0,0271;0,9682;0,974
9,579485;-0,1008;0,0252;0,9640;0,970
9,580181;-0,1013;0,0277;0,9699;0,976
9,580669;-0,1082;0,0247;0,9682;0,974
9,581169;-0,1152;0,0259;0,9664;0,974
9,582551;-0,1171;0,0257;0,9726;0,980
9,586846;-0,1192;0,0277;0,9794;0,987
9,587122;-0,1213;0,0277;0,9720;0,980
9,589796;-0,1248;0,0242;0,9792;0,987
9,593054;-0,1248;0,0208;0,9776;0,986
9,594793;-0,1275;0,0201;0,9757;0,984
9,597217;-0,1252;0,0210;0,9757;0,984
9,599962;-0,1236;0,0184;0,9806;0,989
9,602568;-0,1267;0,0198;0,9741;0,982
9,605037;-0,1277;0,0169;0,9626;0,971
9,608103;-0,1267;0,0145;0,9620;0,970
9,610913;-0,1280;0,0137;0,9608;0,969
9,618789;-0,1292;0,0115;0,9552;0,964
9,619414;-0,1297;0,0122;0,9503;0,959
9,621723;-0,1343;0,0137;0,9461;0,956
9,622117;-0,1345;0,0133;0,9442;0,954
9,622454;-0,1392;0,0152;0,9354;0,946
9,627528;-0,1429;0,0154;0,9337;0,945
9,628063;-0,1399;0,0130;0,9315;0,942
9,631558;-0,1380;0,0194;0,9305;0,941
9,634028;-0,1423;0,0225;0,9298;0,941
9,635434;-0,1425;0,0189;0,9276;0,939
9,638189;-0,1421;0,0250;0,9279;0,939
9,640449;-0,1378;0,0274;0,9323;0,943
9,642721;-0,1385;0,0287;0,9324;0,943
9,645109;-0,1367;0,0303;0,9330;0,943
9,648018;-0,1326;0,0294;0,9415;0,951
9,652644;-0,1260;0,0367;0,9459;0,955
9,652904;-0,1220;0,0406;0,9522;0,961
9,655236;-0,1125;0,0389;0,9554;0,963
9,657861;-0,1082;0,0420;0,9608;0,968
9,660385;-0,1038;0,0460;0,9694;0,976
9,663105;-0,0979;0,0469;0,9724;0,978
9,667423;-0,0994;0,0482;0,9724;0,979
9,667877;-0,0937;0,0531;0,9797;0,986
9,672073;-0,0886;0,0545;0,9813;0,987
9,673111;-0,0891;0,0553;0,9801;0,986
9,675516;-0,0901;0,0543;0,9809;0,987
9,677946;-0,0884;0,0580;0,9780;0,984
9,680615;-0,0879;0,0572;0,9773;0,983
9,682980;-0,0889;0,0597;0,9745;0,980
9,685344;-0,0903;0,0582;0,9711;0,977
9,688189;-0,0908;0,0587;0,9623;0,968
9,691887;-0,0928;0,0574;0,9618;0,968
9,693862;-0,0954;0,0594;0,9611;0,968
9,696237;-0,0977;0,0641;0,9582;0,965
9,698429;-0,0996;0,0631;0,9557;0,963
9,701117;-0,1020;0,0621;0,9513;0,959
9,705622;-0,0991;0,0641;0,9545;0,962
9,706375;-0,0982;0,0655;0,9601;0,967
9,711042;-0,0986;0,0626;0,9615;0,969
9,718674;-0,0959;0,0667;0,9611;0,968
9,719814;-0,0908;0,0672;0,9628;0,969
9,720068;-0,0903;0,0704;0,9648;0,972
9,720254;-0,0915;0,0729;0,9684;0,975
9,720949;-0,0889;0,0734;0,9701;0,977
9,723331;-0,0828;0,0743;0,9724;0,979
9,725931;-0,0786;0,0734;0,9718;0,978
9,728467;-0,0754;0,0783;0,9738;0,980
9,734050;-0,0735;0,0785;0,9743;0,980
9,734378;-0,0735;0,0823;0,9720;0,978
9,736285;-0,0786;0,0841;0,9731;0,980
9,739536;-0,0773;0,0890;0,9821;0,989
9,741542;-0,0805;0,0958;0,9862;0,994
9,743633;-0,0837;0,0968;0,9855;0,994
9,745984;-0,0825;0,0986;0,9869;0,995
9,749048;-0,0810;0,0961;0,9882;0,996
9,751844;-0,0810;0,0958;0,9857;0,994
9,753910;-0,0800;0,0946;0,9878;0,995
9,756414;-0,0779;0,0932;0,9872;0,995
9,758756;-0,0768;0,0868;0,9921;0,999
9,761509;-0,0788;0,0893;0,9955;1,003
9,763940;-0,0822;0,0881;0,9995;1,007
9,766358;-0,0832;0,0851;1,0032;1,010
9,768778;-0,0825;0,0853;1,0092;1,016
9,772346;-0,0871;0,0883;1,0132;1,021
9,773804;-0,0896;0,0888;1,0241;1,032
9,776217;-0,0949;0,0926;1,0314;1,040
9,779102;-0,1001;0,0912;1,0344;1,043
9,781899;-0,1064;0,0924;1,0466;1,056
9,784165;-0,1045;0,0934;1,0579;1,067
9,786559;-0,1047;0,0900;1,0608;1,070
9,788983;-0,1084;0,0872;1,0706;1,080
9,792801;-0,1113;0,0881;1,0811;1,090
9,794493;-0,1147;0,0860;1,0871;1,097
9,796658;-0,1180;0,0863;1,0911;1,101
9,799568;-0,1184;0,0841;1,0962;1,106
9,801794;-0,1187;0,0827;1,0969;1,106
9,804162;-0,1213;0,0827;1,1006;1,110
9,806679;-0,1201;0,0827;1,1055;1,115
9,809306;-0,1226;0,0809;1,1067;1,116
9,811961;-0,1264;0,0834;1,1114;1,122
9,818633;-0,1269;0,0834;1,1155;1,126
9,819403;-0,1264;0,0823;1,1141;1,124
9,819710;-0,1223;0,0865;1,1129;1,123
9,821981;-0,1223;0,0827;1,1195;1,129
9,824615;-0,1162;0,0865;1,1224;1,132
9,828896;-0,1076;0,0819;1,1172;1,125
9,830605;-0,1026;0,0848;1,1214;1,129
9,832682;-0,0998;0,0881;1,1207;1,129
9,834379;-0,0917;0,0926;1,1146;1,122
9,836821;-0,0847;0,0907;1,1172;1,124
9,839523;-0,0781;0,0949;1,1190;1,126
9,841935;-0,0700;0,0926;1,1143;1,120
9,844698;-0,0630;0,0981;1,1080;1,114
9,847000;-0,0563;0,1024;1,0994;1,106
9,851674;-0,0502;0,1024;1,0994;1,105
9,853038;-0,0490;0,1125;1,0957;1,103
9,854601;-0,0416;0,1132;1,0871;1,094
9,857025;-0,0326;0,1151;1,0784;1,085
9,859908;-0,0243;0,1252;1,0764;1,084
9,862227;-0,0143;0,1298;1,0747;1,083
9,864697;-0,0001;0,1352;1,0694;1,078
9,867193;0,0098;0,1373;1,0731;1,082
9,871000;0,0191;0,1391;1,0715;1,081
9,873295;0,0294;0,1403;1,0669;1,077
9,875220;0,0457;0,1428;1,0673;1,078
9,877362;0,0562;0,1413;1,0642;1,075
9,879710;0,0606;0,1398;1,0577;1,069
9,882455;0,0629;0,1382;1,0564;1,067
9,884919;0,0690;0,1379;1,0523;1,063
9,887409;0,0758;0,1366;1,0517;1,063
9,890773;0,0783;0,1352;1,0498;1,061
9,893373;0,0773;0,1357;1,0474;1,059
9,895373;0,0834;0,1335;1,0466;1,058
9,897267;0,0848;0,1366;1,0496;1,062
9,900089;0,0809;0,1376;1,0508;1,063
9,902407;0,0799;0,1396;1,0554;1,068
9,905427;0,0785;0,1435;1,0620;1,075
9,907640;0,0736;0,1477;1,0722;1,085
9,910336;0,0699;0,1494;1,0833;1,096
9,914225;0,0616;0,1538;1,0987;1,111
9,919762;0,0518;0,1535;1,1141;1,126
9,920477;0,0452;0,1528;1,1260;1,137
9,920755;0,0406;0,1545;1,1321;1,143
9,922750;0,0315;0,1531;1,1456;1,156
9,925450;0,0259;0,1533;1,1698;1,180
9,931004;0,0193;0,1510;1,1906;1,200
9,931708;0,0154;0,1466;1,2064;1,215
9,933120;0,0128;0,1386;1,2201;1,228
9,935403;0,0108;0,1328;1,2316;1,239
9,938009;0,0081;0,1261;1,2402;1,247
9,940388;-0,0004;0,1193;1,2534;1,259
9,942824;-0,0013;0,1149;1,2639;1,269
9,947724;-0,0067;0,1088;1,2697;1,274
9,948090;-0,0160;0,1042;1,2737;1,278
9,952100;-0,0265;0,0997;1,2727;1,277
9,954051;-0,0311;0,0939;1,2719;1,276
9,956445;-0,0419;0,0890;1,2658;1,270
9,958244;-0,0549;0,0868;1,2548;1,259
9,960873;-0,0621;0,0856;1,2406;1,245
9,963130;-0,0730;0,0870;1,2243;1,230
9,965552;-0,0822;0,0836;1,2069;1,213
9,968165;-0,0810;0,0773;1,1886;1,194
9,972727;-0,0864;0,0780;1,1732;1,179
9,974124;-0,0849;0,0763;1,1612;1,167
9,976086;-0,0825;0,0753;1,1570;1,162
9,979566;-0,0810;0,0739;1,1554;1,161
9,981221;-0,0751;0,0697;1,1463;1,151
9,983437;-0,0768;0,0704;1,1424;1,147
9,985868;-0,0759;0,0699;1,1344;1,139
9,988572;-0,0724;0,0685;1,1276;1,132
9,991652;-0,0707;0,0683;1,1150;1,119
9,993217;-0,0698;0,0718;1,1023;1,107
9,997438;-0,0739;0,0731;1,0892;1,094
9,998513;-0,0749;0,0753;1,0794;1,085
10,001028;-0,0710;0,0836;1,0679;1,073
10,003520;-0,0686;0,0902;1,0552;1,061
10,010296;-0,0675;0,0968;1,0425;1,049
10,011090;-0,0651;0,1027;1,0339;1,041
10,012328;-0,0617;0,1076;1,0258;1,033
10,014068;-0,0576;0,1135;1,0085;1,016
10,016448;-0,0488;0,1195;0,9970;1,005
10,023057;-0,0412;0,1198;0,9880;0,996
10,023877;-0,0311;0,1230;0,9785;0,987
10,024171;-0,0262;0,1252;0,9694;0,978
10,026307;-0,0202;0,1261;0,9652;0,974
10,030496;-0,0148;0,1279;0,9571;0,966
10,031855;-0,0064;0,1317;0,9471;0,956
10,033640;0,0017;0,1369;0,9415;0,951
10,036221;0,0064;0,1364;0,9315;0,941
10,039844;0,0103;0,1405;0,9305;0,941
10,042247;0,0098;0,1430;0,9263;0,937
10,044427;0,0149;0,1466;0,9225;0,934
10,046447;0,0203;0,1462;0,9230;0,935
10,048951;0,0215;0,1454;0,9215;0,933
10,051611;0,0201;0,1474;0,9132;0,925
10,054304;0,0228;0,1484;0,9151;0,927
10,056458;0,0225;0,1484;0,9135;0,926
10,058936;0,0284;0,1447;0,9093;0,921
10,061807;0,0298;0,1438;0,9139;0,926
10,064055;0,0306;0,1391;0,9163;0,927
10,067282;0,0277;0,1352;0,9183;0,929
10,070625;0,0279;0,1352;0,9170;0,927
10,073409;0,0333;0,1342;0,9215;0,932
10,074233;0,0333;0,1271;0,9240;0,933
10,076585;0,0352;0,1237;0,9298;0,939
10,079097;0,0345;0,1166;0,9323;0,940
10,081593;0,0338;0,1079;0,9340;0,941
10,084314;0,0364;0,1051;0,9366;0,943
10,086655;0,0371;0,1024;0,9379;0,944
10,089538;0,0350;0,0981;0,9440;0,950
10,092040;0,0328;0,0939;0,9464;0,952
10,094097;0,0284;0,0893;0,9522;0,957
10,097261;0,0262;0,0865;0,9564;0,961
10,099366;0,0277;0,0848;0,9650;0,969
10,102864;0,0238;0,0776;0,9720;0,975
10,103969;0,0179;0,0763;0,9804;0,984
10,110346;0,0142;0,0748;0,9857;0,989
10,111007;0,0135;0,0699;0,9941;0,997
10,112961;0,0103;0,0665;1,0011;1,003
10,115724;0,0098;0,0613;1,0065;1,008
10,116922;0,0084;0,0587;1,0104;1,012
10,120454;0,0086;0,0529;1,0153;1,017
10,121850;0,0015;0,0499;1,0178;1,019
10,124844;0,0012;0,0448;1,0207;1,022
10,127136;0,0017;0,0413;1,0288;1,030
10,130872;-0,0020;0,0399;1,0305;1,031
10,132572;-0,0050;0,0413;1,0361;1,037
10,134536;-0,0008;0,0396;1,0342;1,035
10,137201;-0,0011;0,0359;1,0332;1,034
10,139952;-0,0029;0,0404;1,0319;1,033
10,142511;-0,0004;0,0428;1,0312;1,032
10,145238;-0,0013;0,0452;1,0278;1,029
10,147471;0,0015;0,0469;1,0290;1,030
10,152482;0,0064;0,0443;1,0275;1,029
10,153502;0,0105;0,0480;1,0221;1,023
10,154913;0,0159;0,0538;1,0190;1,021
10,157615;0,0203;0,0533;1,0137;1,015
10,160414;0,0262;0,0541;1,0073;1,009
10,162972;0,0313;0,0565;1,0004;1,002
10,164799;0,0394;0,0618;0,9955;0,998
10,167360;0,0443;0,0648;0,9838;0,987
10,170783;0,0506;0,0690;0,9718;0,976
10,172794;0,0541;0,0702;0,9587;0,963
