dateTime,X,Y,Z
2023-02-07 15:44:50.325501,-0.00,0.31,-6.66
2023-02-07 15:44:50.333755,0.02,0.34,-6.58
2023-02-07 15:44:50.344766,0.02,0.32,-6.43
2023-02-07 15:44:50.355789,0.00,0.32,-6.39
2023-02-07 15:44:50.363595,-0.01,0.30,-6.41
2023-02-07 15:44:50.374528,-0.04,0.29,-6.44
2023-02-07 15:44:50.385939,-0.12,0.29,-6.44
2023-02-07 15:44:50.393600,-0.16,0.32,-6.45
2023-02-07 15:44:50.404402,-0.17,0.41,-6.52
2023-02-07 15:44:50.412578,-0.17,0.43,-6.49
2023-02-07 15:44:50.423455,-0.19,0.45,-6.48
2023-02-07 15:44:50.434239,-0.20,0.39,-6.47
2023-02-07 15:44:50.442624,-0.18,0.33,-6.41
2023-02-07 15:44:50.453485,-0.15,0.31,-6.40
2023-02-07 15:44:50.464484,-0.08,0.28,-6.41
2023-02-07 15:44:50.472410,-0.09,0.32,-6.46
2023-02-07 15:44:50.484066,-0.11,0.38,-6.40
2023-02-07 15:44:50.494201,-0.09,0.38,-6.39
2023-02-07 15:44:50.502938,-0.07,0.38,-6.44
2023-02-07 15:44:50.513184,-0.04,0.36,-6.47
2023-02-07 15:44:50.524441,0.00,0.33,-6.48
2023-02-07 15:44:50.532531,-0.02,0.29,-6.50
2023-02-07 15:44:50.543128,-0.04,0.28,-6.54
2023-02-07 15:44:50.553925,-0.04,0.31,-6.56
2023-02-07 15:44:50.562270,-0.02,0.40,-6.50
2023-02-07 15:44:50.573162,0.02,0.39,-6.46
2023-02-07 15:44:50.584127,0.01,0.43,-6.43
2023-02-07 15:44:50.592266,0.03,0.45,-6.41
2023-02-07 15:44:50.603243,0.06,0.38,-6.43
2023-02-07 15:44:50.614740,0.07,0.33,-6.47
2023-02-07 15:44:50.622131,0.07,0.30,-6.55
2023-02-07 15:44:50.632964,0.04,0.28,-6.64
2023-02-07 15:44:50.643896,0.03,0.28,-6.66
2023-02-07 15:44:50.652281,0.01,0.36,-6.59
2023-02-07 15:44:50.664390,0.04,0.36,-6.61
2023-02-07 15:44:50.673570,0.05,0.38,-6.57
2023-02-07 15:44:50.682114,0.02,0.37,-6.50
2023-02-07 15:44:50.692811,-0.00,0.35,-6.46
2023-02-07 15:44:50.701262,0.03,0.31,-6.49
2023-02-07 15:44:50.711728,0.06,0.29,-6.49
2023-02-07 15:44:50.722792,0.04,0.25,-6.48
2023-02-07 15:44:50.730998,-0.01,0.25,-6.47
2023-02-07 15:44:50.741830,-0.06,0.32,-6.54
2023-02-07 15:44:50.752593,-0.10,0.41,-6.50
2023-02-07 15:44:50.760975,-0.13,0.41,-6.42
2023-02-07 15:44:50.773853,-0.13,0.43,-6.40
2023-02-07 15:44:50.782432,-0.08,0.40,-6.41
2023-02-07 15:44:50.790819,-0.09,0.35,-6.40
2023-02-07 15:44:50.801594,-0.08,0.32,-6.38
2023-02-07 15:44:50.812361,-0.06,0.30,-6.32
2023-02-07 15:44:50.820915,-0.07,0.32,-6.37
2023-02-07 15:44:50.831738,-0.04,0.34,-6.43
2023-02-07 15:44:50.842377,-0.10,0.34,-6.40
2023-02-07 15:44:50.853503,-0.10,0.34,-6.42
2023-02-07 15:44:50.861510,-0.06,0.38,-6.53
2023-02-07 15:44:50.872156,-0.07,0.36,-6.53
2023-02-07 15:44:50.881147,-0.10,0.37,-6.56
2023-02-07 15:44:50.891231,-0.10,0.41,-6.55
2023-02-07 15:44:50.902107,-0.04,0.42,-6.58
2023-02-07 15:44:50.910616,-0.01,0.39,-6.57
2023-02-07 15:44:50.921150,-0.05,0.40,-6.53
2023-02-07 15:44:50.929428,-0.06,0.38,-6.51
2023-02-07 15:44:50.940503,-0.07,0.37,-6.50
2023-02-07 15:44:50.951316,-0.01,0.37,-6.49
2023-02-07 15:44:50.959314,-0.03,0.35,-6.48
2023-02-07 15:44:50.970196,-0.04,0.38,-6.49
2023-02-07 15:44:50.981529,-0.08,0.38,-6.51
2023-02-07 15:44:50.989274,-0.06,0.36,-6.49
2023-02-07 15:44:51.000915,-0.06,0.39,-6.50
2023-02-07 15:44:51.010925,-0.04,0.39,-6.53
2023-02-07 15:44:51.019231,-0.07,0.40,-6.54
2023-02-07 15:44:51.030008,-0.07,0.43,-6.47
2023-02-07 15:44:51.040828,-0.06,0.41,-6.45
2023-02-07 15:44:51.049332,-0.03,0.45,-6.47
2023-02-07 15:44:51.060034,-0.03,0.39,-6.49
2023-02-07 15:44:51.070829,-0.06,0.40,-6.41
2023-02-07 15:44:51.079233,-0.06,0.48,-6.38
2023-02-07 15:44:51.090002,-0.06,0.48,-6.38
2023-02-07 15:44:51.101136,-0.02,0.45,-6.38
2023-02-07 15:44:51.109030,0.00,0.45,-6.35
2023-02-07 15:44:51.119789,0.02,0.40,-6.32
2023-02-07 15:44:51.131134,-0.02,0.41,-6.38
2023-02-07 15:44:51.138962,-0.04,0.36,-6.43
2023-02-07 15:44:51.149641,-0.03,0.38,-6.46
2023-02-07 15:44:51.160611,-0.01,0.44,-6.46
2023-02-07 15:44:51.168859,-0.03,0.48,-6.49
2023-02-07 15:44:51.179766,-0.03,0.47,-6.48
2023-02-07 15:44:51.188319,-0.05,0.49,-6.45
2023-02-07 15:44:51.248102,-0.08,0.47,-6.45
2023-02-07 15:44:51.250943,-0.00,0.46,-6.46
2023-02-07 15:44:51.251916,0.02,0.51,-6.48
2023-02-07 15:44:51.252594,-0.00,0.48,-6.51
2023-02-07 15:44:51.253530,-0.01,0.42,-6.56
2023-02-07 15:44:51.254201,-0.03,0.40,-6.60
2023-02-07 15:44:51.258986,-0.01,0.37,-6.60
2023-02-07 15:44:51.269268,0.01,0.44,-6.57
2023-02-07 15:44:51.277572,0.01,0.47,-6.51
2023-02-07 15:44:51.288549,0.02,0.52,-6.47
2023-02-07 15:44:51.299531,-0.03,0.48,-6.45
2023-02-07 15:44:51.307879,-0.02,0.48,-6.44
2023-02-07 15:44:51.326842,-0.01,0.42,-6.42
2023-02-07 15:44:51.340962,-0.02,0.45,-6.41
2023-02-07 15:44:51.345454,-0.00,0.40,-6.45
2023-02-07 15:44:51.349331,0.01,0.38,-6.48
2023-02-07 15:44:51.356779,0.01,0.38,-6.50
2023-02-07 15:44:51.367627,-0.01,0.38,-6.48
2023-02-07 15:44:51.378114,-0.02,0.40,-6.48
2023-02-07 15:44:51.386443,-0.04,0.41,-6.43
2023-02-07 15:44:51.397512,-0.06,0.40,-6.48
2023-02-07 15:44:51.408022,-0.06,0.44,-6.49
2023-02-07 15:44:51.416484,-0.11,0.50,-6.50
2023-02-07 15:44:51.427140,-0.11,0.55,-6.41
2023-02-07 15:44:51.437953,-0.13,0.51,-6.40
2023-02-07 15:44:51.446254,-0.06,0.49,-6.42
2023-02-07 15:44:51.457190,-0.05,0.45,-6.42
2023-02-07 15:44:51.467937,-0.05,0.38,-6.47
2023-02-07 15:44:51.476587,-0.05,0.40,-6.50
2023-02-07 15:44:51.486998,-0.03,0.43,-6.52
2023-02-07 15:44:51.498368,-0.06,0.46,-6.55
2023-02-07 15:44:51.506392,-0.08,0.49,-6.53
2023-02-07 15:44:51.517186,-0.08,0.52,-6.55
2023-02-07 15:44:51.528784,-0.02,0.50,-6.49
2023-02-07 15:44:51.535977,-0.00,0.46,-6.44
2023-02-07 15:44:51.546853,-0.01,0.38,-6.50
2023-02-07 15:44:51.557617,-0.00,0.35,-6.47
2023-02-07 15:44:51.566406,-0.03,0.36,-6.43
2023-02-07 15:44:51.576891,-0.04,0.41,-6.47
2023-02-07 15:44:51.587572,-0.05,0.43,-6.42
2023-02-07 15:44:51.595848,-0.09,0.47,-6.43
2023-02-07 15:44:51.606760,-0.09,0.46,-6.43
2023-02-07 15:44:51.617478,-0.10,0.47,-6.43
2023-02-07 15:44:51.625814,-0.06,0.48,-6.47
2023-02-07 15:44:51.636661,-0.02,0.43,-6.47
2023-02-07 15:44:51.647435,0.02,0.46,-6.50
2023-02-07 15:44:51.656652,0.00,0.46,-6.53
2023-02-07 15:44:51.666564,-0.03,0.52,-6.51
2023-02-07 15:44:51.677429,-0.01,0.50,-6.57
2023-02-07 15:44:51.685584,0.01,0.49,-6.55
2023-02-07 15:44:51.701113,0.02,0.48,-6.53
2023-02-07 15:44:51.704758,0.01,0.43,-6.55
2023-02-07 15:44:51.716720,0.08,0.41,-6.57
2023-02-07 15:44:51.726303,0.06,0.43,-6.55
2023-02-07 15:44:51.734739,0.04,0.48,-6.52
2023-02-07 15:44:51.745547,0.06,0.48,-6.42
2023-02-07 15:44:51.756227,0.09,0.48,-6.37
2023-02-07 15:44:51.767185,0.07,0.48,-6.36
2023-02-07 15:44:51.776186,0.06,0.48,-6.34
2023-02-07 15:44:51.785341,0.08,0.45,-6.34
2023-02-07 15:44:51.794516,0.07,0.42,-6.39
2023-02-07 15:44:51.805205,0.08,0.40,-6.45
2023-02-07 15:44:51.813485,0.06,0.36,-6.47
2023-02-07 15:44:51.824917,0.04,0.40,-6.49
2023-02-07 15:44:51.838128,0.01,0.48,-6.45
2023-02-07 15:44:51.843447,-0.00,0.49,-6.50
2023-02-07 15:44:51.854178,-0.05,0.46,-6.49
2023-02-07 15:44:51.866478,-0.02,0.46,-6.45
2023-02-07 15:44:51.873326,0.00,0.41,-6.46
2023-02-07 15:44:51.884237,0.00,0.41,-6.49
2023-02-07 15:44:51.892664,-0.04,0.49,-6.48
2023-02-07 15:44:51.903183,-0.08,0.50,-6.49
2023-02-07 15:44:51.916327,-0.08,0.51,-6.47
2023-02-07 15:44:51.922294,-0.11,0.52,-6.51
2023-02-07 15:44:51.933815,-0.05,0.46,-6.50
2023-02-07 15:44:51.943942,-0.00,0.39,-6.48
2023-02-07 15:44:51.952519,0.00,0.34,-6.47
2023-02-07 15:44:51.963047,0.03,0.33,-6.45
2023-02-07 15:44:51.973916,0.04,0.31,-6.45
2023-02-07 15:44:51.982434,0.02,0.36,-6.45
2023-02-07 15:44:51.993012,-0.03,0.39,-6.49
2023-02-07 15:44:52.003758,-0.03,0.45,-6.48
2023-02-07 15:44:52.012298,-0.01,0.51,-6.39
2023-02-07 15:44:52.022937,0.03,0.48,-6.34
2023-02-07 15:44:52.031729,0.04,0.46,-6.31
2023-02-07 15:44:52.042099,0.04,0.36,-6.41
2023-02-07 15:44:52.052732,0.00,0.31,-6.53
2023-02-07 15:44:52.061093,0.05,0.34,-6.56
2023-02-07 15:44:52.071958,0.03,0.39,-6.59
2023-02-07 15:44:52.082705,-0.02,0.45,-6.60
2023-02-07 15:44:52.091087,-0.05,0.49,-6.58
2023-02-07 15:44:52.101862,-0.03,0.51,-6.54
2023-02-07 15:44:52.112631,-0.02,0.49,-6.57
2023-02-07 15:44:52.120921,-0.01,0.44,-6.53
2023-02-07 15:44:52.132509,-0.01,0.45,-6.50
2023-02-07 15:44:52.142582,-0.03,0.46,-6.50
2023-02-07 15:44:52.151284,-0.02,0.45,-6.50
2023-02-07 15:44:52.161684,-0.01,0.44,-6.50
2023-02-07 15:44:52.172645,-0.00,0.48,-6.54
2023-02-07 15:44:52.182532,-0.06,0.46,-6.52
2023-02-07 15:44:52.191579,-0.05,0.43,-6.51
2023-02-07 15:44:52.201016,-0.01,0.43,-6.47
2023-02-07 15:44:52.211060,-0.00,0.44,-6.45
2023-02-07 15:44:52.221457,0.01,0.43,-6.43
2023-02-07 15:44:52.229828,0.00,0.39,-6.43
2023-02-07 15:44:52.240665,0.05,0.43,-6.38
2023-02-07 15:44:52.251496,0.02,0.38,-6.39
2023-02-07 15:44:52.259749,0.05,0.38,-6.43
2023-02-07 15:44:52.270709,0.04,0.41,-6.37
2023-02-07 15:44:52.281687,0.07,0.42,-6.33
2023-02-07 15:44:52.289449,0.04,0.44,-6.35
2023-02-07 15:44:52.300597,0.00,0.39,-6.36
2023-02-07 15:44:52.308525,0.01,0.37,-6.45
2023-02-07 15:44:52.319857,-0.05,0.40,-6.46
2023-02-07 15:44:52.330250,-0.07,0.38,-6.45
2023-02-07 15:44:52.338578,-0.09,0.41,-6.47
2023-02-07 15:44:52.349629,-0.07,0.44,-6.51
2023-02-07 15:44:52.362547,-0.04,0.45,-6.54
2023-02-07 15:44:52.373055,-0.04,0.47,-6.46
2023-02-07 15:44:52.379483,0.00,0.45,-6.41
2023-02-07 15:44:52.390151,0.06,0.40,-6.36
2023-02-07 15:44:52.398786,0.08,0.34,-6.43
2023-02-07 15:44:52.409277,0.09,0.32,-6.47
2023-02-07 15:44:52.419894,0.07,0.32,-6.53
2023-02-07 15:44:52.428571,0.06,0.35,-6.58
2023-02-07 15:44:52.439141,0.02,0.37,-6.59
2023-02-07 15:44:52.447327,0.06,0.38,-6.63
2023-02-07 15:44:52.458207,0.08,0.44,-6.61
2023-02-07 15:44:52.469523,0.02,0.44,-6.62
2023-02-07 15:44:52.477362,0.04,0.38,-6.63
2023-02-07 15:44:52.488038,0.01,0.38,-6.63
2023-02-07 15:44:52.499291,0.06,0.43,-6.63
2023-02-07 15:44:52.507268,0.02,0.43,-6.57
2023-02-07 15:44:52.518261,0.03,0.44,-6.45
2023-02-07 15:44:52.526262,0.04,0.44,-6.41
2023-02-07 15:44:52.537069,0.08,0.38,-6.41
2023-02-07 15:44:52.547831,0.05,0.33,-6.38
2023-02-07 15:44:52.556353,0.08,0.31,-6.37
2023-02-07 15:44:52.567535,0.06,0.29,-6.39
2023-02-07 15:44:52.578000,-0.01,0.29,-6.40
2023-02-07 15:44:52.586281,-0.04,0.33,-6.44
2023-02-07 15:44:52.596888,-0.04,0.40,-6.45
2023-02-07 15:44:52.608273,-0.06,0.42,-6.45
2023-02-07 15:44:52.618666,-0.06,0.44,-6.42
2023-02-07 15:44:52.626743,-0.00,0.41,-6.40
2023-02-07 15:44:52.635001,-0.04,0.38,-6.38
2023-02-07 15:44:52.645997,-0.06,0.38,-6.43
2023-02-07 15:44:52.656653,-0.06,0.43,-6.40
2023-02-07 15:44:52.667208,-0.05,0.42,-6.38
2023-02-07 15:44:52.675809,-0.00,0.40,-6.35
2023-02-07 15:44:52.686678,-0.04,0.38,-6.36
2023-02-07 15:44:52.695712,-0.01,0.36,-6.39
2023-02-07 15:44:52.705798,-0.00,0.29,-6.47
2023-02-07 15:44:52.718884,0.00,0.29,-6.48
2023-02-07 15:44:52.724906,-0.03,0.30,-6.50
2023-02-07 15:44:52.736328,0.01,0.30,-6.52
2023-02-07 15:44:52.746498,0.02,0.36,-6.52
2023-02-07 15:44:52.755746,0.00,0.39,-6.53
2023-02-07 15:44:52.767275,0.00,0.43,-6.48
2023-02-07 15:44:52.778199,0.01,0.41,-6.46
2023-02-07 15:44:52.784747,0.01,0.37,-6.48
2023-02-07 15:44:52.795386,0.02,0.32,-6.51
2023-02-07 15:44:52.804272,0.03,0.33,-6.50
2023-02-07 15:44:52.815994,0.01,0.36,-6.49
2023-02-07 15:44:52.825248,0.03,0.35,-6.47
2023-02-07 15:44:52.833542,-0.01,0.39,-6.49
2023-02-07 15:44:52.844411,-0.04,0.41,-6.53
2023-02-07 15:44:52.855320,-0.02,0.41,-6.54
2023-02-07 15:44:52.865426,-0.06,0.41,-6.54
2023-02-07 15:44:52.874380,-0.09,0.42,-6.56
2023-02-07 15:44:52.885755,-0.09,0.37,-6.58
2023-02-07 15:44:52.893432,-0.11,0.37,-6.51
2023-02-07 15:44:52.905185,-0.08,0.40,-6.47
2023-02-07 15:44:52.916809,-0.09,0.42,-6.48
2023-02-07 15:44:52.924506,-0.05,0.43,-6.46
2023-02-07 15:44:52.934637,-0.07,0.39,-6.39
2023-02-07 15:44:52.942364,-0.06,0.34,-6.38
2023-02-07 15:44:52.953180,-0.02,0.33,-6.38
2023-02-07 15:44:52.964055,-0.00,0.31,-6.47
2023-02-07 15:44:52.972316,-0.01,0.36,-6.42
2023-02-07 15:44:52.983478,0.00,0.39,-6.39
2023-02-07 15:44:52.994175,-0.01,0.38,-6.37
2023-02-07 15:44:53.002391,0.04,0.34,-6.40
2023-02-07 15:44:53.013108,0.02,0.30,-6.42
2023-02-07 15:44:53.023941,0.04,0.33,-6.43
2023-02-07 15:44:53.032375,0.02,0.31,-6.50
2023-02-07 15:44:53.043008,0.01,0.30,-6.50
2023-02-07 15:44:53.051386,-0.00,0.34,-6.54
2023-02-07 15:44:53.062136,-0.03,0.46,-6.54
2023-02-07 15:44:53.072822,-0.10,0.51,-6.54
2023-02-07 15:44:53.081621,-0.09,0.49,-6.57
2023-02-07 15:44:53.092049,-0.08,0.43,-6.59
2023-02-07 15:44:53.102715,-0.07,0.44,-6.61
2023-02-07 15:44:53.111083,-0.00,0.37,-6.61
2023-02-07 15:44:53.121921,-0.03,0.35,-6.57
2023-02-07 15:44:53.132906,0.00,0.32,-6.57
2023-02-07 15:44:53.141150,0.00,0.35,-6.54
2023-02-07 15:44:53.151834,-0.02,0.37,-6.51
2023-02-07 15:44:53.162665,-0.04,0.36,-6.45
2023-02-07 15:44:53.171277,-0.04,0.39,-6.41
2023-02-07 15:44:53.181688,0.02,0.37,-6.39
2023-02-07 15:44:53.251214,0.01,0.33,-6.32
2023-02-07 15:44:53.251932,0.01,0.32,-6.34
2023-02-07 15:44:53.255165,0.00,0.28,-6.36
2023-02-07 15:44:53.256449,-0.04,0.27,-6.45
2023-02-07 15:44:53.259138,-0.07,0.32,-6.52
2023-02-07 15:44:53.263348,-0.12,0.38,-6.51
2023-02-07 15:44:53.267144,-0.12,0.43,-6.47
2023-02-07 15:44:53.268734,-0.08,0.49,-6.48
2023-02-07 15:44:53.271692,-0.07,0.46,-6.45
2023-02-07 15:44:53.284999,-0.06,0.39,-6.43
2023-02-07 15:44:53.292237,-0.06,0.36,-6.42
2023-02-07 15:44:53.313563,-0.03,0.33,-6.41
2023-02-07 15:44:53.314286,-0.03,0.32,-6.42
2023-02-07 15:44:53.320370,-0.02,0.36,-6.38
2023-02-07 15:44:53.378934,-0.04,0.40,-6.43
2023-02-07 15:44:53.381081,-0.08,0.44,-6.49
2023-02-07 15:44:53.381789,-0.06,0.43,-6.52
2023-02-07 15:44:53.384447,-0.06,0.37,-6.54
2023-02-07 15:44:53.385127,-0.08,0.33,-6.52
2023-02-07 15:44:53.387110,0.01,0.30,-6.53
2023-02-07 15:44:53.391093,0.01,0.32,-6.50
2023-02-07 15:44:53.399429,-0.03,0.31,-6.50
2023-02-07 15:44:53.410175,-0.01,0.33,-6.46
2023-02-07 15:44:53.418413,-0.00,0.34,-6.48
2023-02-07 15:44:53.429170,0.02,0.35,-6.40
2023-02-07 15:44:53.440080,-0.01,0.39,-6.39
2023-02-07 15:44:53.448705,-0.02,0.37,-6.44
2023-02-07 15:44:53.459110,-0.06,0.40,-6.44
2023-02-07 15:44:53.469984,-0.10,0.41,-6.45
2023-02-07 15:44:53.478413,-0.06,0.44,-6.49
2023-02-07 15:44:53.489169,-0.09,0.42,-6.51
2023-02-07 15:44:53.499936,-0.03,0.36,-6.48
2023-02-07 15:44:53.508406,-0.05,0.40,-6.45
2023-02-07 15:44:53.519022,-0.02,0.38,-6.49
2023-02-07 15:44:53.530131,-0.04,0.35,-6.49
2023-02-07 15:44:53.538104,-0.01,0.38,-6.44
2023-02-07 15:44:53.550600,-0.00,0.41,-6.35
2023-02-07 15:44:53.559882,-0.01,0.42,-6.35
2023-02-07 15:44:53.568099,0.01,0.37,-6.41
2023-02-07 15:44:53.578915,0.03,0.35,-6.43
2023-02-07 15:44:53.589715,0.02,0.31,-6.49
2023-02-07 15:44:53.597962,0.04,0.33,-6.54
2023-02-07 15:44:53.608686,0.02,0.31,-6.53
2023-02-07 15:44:53.617284,-0.02,0.37,-6.50
2023-02-07 15:44:53.627828,0.00,0.40,-6.49
2023-02-07 15:44:53.638610,0.04,0.39,-6.47
2023-02-07 15:44:53.647604,0.02,0.39,-6.43
2023-02-07 15:44:53.657802,-0.04,0.36,-6.42
2023-02-07 15:44:53.668563,0.00,0.38,-6.41
2023-02-07 15:44:53.677090,0.01,0.37,-6.48
2023-02-07 15:44:53.688088,-0.04,0.43,-6.50
2023-02-07 15:44:53.698406,-0.09,0.41,-6.47
2023-02-07 15:44:53.709813,-0.07,0.39,-6.49
2023-02-07 15:44:53.717753,-0.01,0.36,-6.52
2023-02-07 15:44:53.725891,-0.04,0.40,-6.50
2023-02-07 15:44:53.736634,-0.07,0.34,-6.55
2023-02-07 15:44:53.748723,-0.03,0.37,-6.57
2023-02-07 15:44:53.755832,-0.05,0.40,-6.53
2023-02-07 15:44:53.766845,-0.09,0.39,-6.54
2023-02-07 15:44:53.777391,-0.09,0.42,-6.47
2023-02-07 15:44:53.785988,-0.08,0.42,-6.42
2023-02-07 15:44:53.796481,-0.04,0.42,-6.32
2023-02-07 15:44:53.807379,-0.07,0.41,-6.25
2023-02-07 15:44:53.817490,-0.06,0.36,-6.26
2023-02-07 15:44:53.826512,-0.06,0.29,-6.38
2023-02-07 15:44:53.837232,-0.04,0.32,-6.45
2023-02-07 15:44:53.845490,-0.07,0.37,-6.46
2023-02-07 15:44:53.856698,-0.09,0.40,-6.51
2023-02-07 15:44:53.867234,-0.07,0.40,-6.51
2023-02-07 15:44:53.875515,-0.09,0.45,-6.54
2023-02-07 15:44:53.886368,-0.08,0.42,-6.48
2023-02-07 15:44:53.897571,-0.07,0.45,-6.45
2023-02-07 15:44:53.905296,-0.04,0.42,-6.48
2023-02-07 15:44:53.916782,-0.03,0.46,-6.45
2023-02-07 15:44:53.927004,-0.02,0.48,-6.41
2023-02-07 15:44:53.935306,-0.02,0.46,-6.39
2023-02-07 15:44:53.946116,-0.02,0.41,-6.45
2023-02-07 15:44:53.956920,-0.05,0.41,-6.50
2023-02-07 15:44:53.965160,-0.07,0.36,-6.53
2023-02-07 15:44:53.975960,-0.06,0.37,-6.52
2023-02-07 15:44:53.986771,-0.09,0.36,-6.57
2023-02-07 15:44:53.996317,-0.11,0.38,-6.58
2023-02-07 15:44:54.005938,-0.09,0.42,-6.55
2023-02-07 15:44:54.014195,-0.06,0.41,-6.46
2023-02-07 15:44:54.025359,-0.06,0.39,-6.41
2023-02-07 15:44:54.037094,-0.03,0.40,-6.37
2023-02-07 15:44:54.044056,-0.02,0.41,-6.39
2023-02-07 15:44:54.055841,-0.06,0.39,-6.36
2023-02-07 15:44:54.071663,-0.03,0.38,-6.47
2023-02-07 15:44:54.074221,-0.02,0.41,-6.51
2023-02-07 15:44:54.085087,-0.03,0.39,-6.60
2023-02-07 15:44:54.095761,-0.05,0.41,-6.60
2023-02-07 15:44:54.104204,-0.12,0.44,-6.57
2023-02-07 15:44:54.114711,-0.13,0.52,-6.52
2023-02-07 15:44:54.125516,-0.15,0.55,-6.53
2023-02-07 15:44:54.134183,-0.10,0.54,-6.51
2023-02-07 15:44:54.144593,-0.06,0.50,-6.47
2023-02-07 15:44:54.155511,-0.02,0.43,-6.41
2023-02-07 15:44:54.165309,-0.01,0.39,-6.41
2023-02-07 15:44:54.174663,0.03,0.37,-6.43
2023-02-07 15:44:54.183544,0.06,0.43,-6.43
2023-02-07 15:44:54.193770,0.05,0.39,-6.36
2023-02-07 15:44:54.205438,0.05,0.41,-6.33
2023-02-07 15:44:54.212684,0.04,0.44,-6.32
2023-02-07 15:44:54.223668,0.05,0.44,-6.38
2023-02-07 15:44:54.234642,0.02,0.38,-6.38
2023-02-07 15:44:54.242685,0.02,0.40,-6.41
2023-02-07 15:44:54.253537,-0.02,0.41,-6.46
2023-02-07 15:44:54.264358,-0.05,0.46,-6.52
2023-02-07 15:44:54.272525,-0.09,0.48,-6.49
2023-02-07 15:44:54.283579,-0.01,0.49,-6.46
2023-02-07 15:44:54.294276,-0.04,0.47,-6.49
2023-02-07 15:44:54.302445,-0.08,0.53,-6.46
2023-02-07 15:44:54.313368,-0.05,0.53,-6.51
2023-02-07 15:44:54.321715,-0.05,0.52,-6.51
2023-02-07 15:44:54.332343,-0.03,0.44,-6.52
2023-02-07 15:44:54.343117,-0.01,0.40,-6.55
2023-02-07 15:44:54.351918,0.05,0.40,-6.56
2023-02-07 15:44:54.362405,0.03,0.41,-6.54
2023-02-07 15:44:54.373068,0.02,0.45,-6.58
2023-02-07 15:44:54.381573,-0.02,0.48,-6.57
2023-02-07 15:44:54.392102,0.00,0.49,-6.52
2023-02-07 15:44:54.402985,0.05,0.40,-6.51
2023-02-07 15:44:54.411284,0.09,0.35,-6.47
2023-02-07 15:44:54.422025,0.05,0.31,-6.43
2023-02-07 15:44:54.430542,-0.02,0.32,-6.44
2023-02-07 15:44:54.441208,-0.02,0.34,-6.47
2023-02-07 15:44:54.452260,-0.05,0.39,-6.48
2023-02-07 15:44:54.460267,-0.04,0.44,-6.46
2023-02-07 15:44:54.471597,-0.04,0.46,-6.46
2023-02-07 15:44:54.481916,-0.03,0.48,-6.46
2023-02-07 15:44:54.490170,-0.07,0.47,-6.41
2023-02-07 15:44:54.501137,-0.02,0.44,-6.45
2023-02-07 15:44:54.511835,-0.05,0.41,-6.49
2023-02-07 15:44:54.520280,-0.05,0.43,-6.48
2023-02-07 15:44:54.531525,-0.10,0.47,-6.41
2023-02-07 15:44:54.541745,-0.10,0.44,-6.41
2023-02-07 15:44:54.550741,-0.11,0.42,-6.45
2023-02-07 15:44:54.561077,-0.07,0.40,-6.45
2023-02-07 15:44:54.571623,-0.10,0.47,-6.47
2023-02-07 15:44:54.580000,-0.09,0.44,-6.46
2023-02-07 15:44:54.590868,-0.05,0.45,-6.48
2023-02-07 15:44:54.601552,-0.04,0.42,-6.44
2023-02-07 15:44:54.609940,-0.06,0.44,-6.47
2023-02-07 15:44:54.621588,-0.03,0.40,-6.50
2023-02-07 15:44:54.631458,-0.04,0.35,-6.45
2023-02-07 15:44:54.639845,-0.06,0.34,-6.45
2023-02-07 15:44:54.651905,-0.04,0.43,-6.42
2023-02-07 15:44:54.661454,-0.03,0.45,-6.41
2023-02-07 15:44:54.671396,-0.01,0.43,-6.39
2023-02-07 15:44:54.680808,0.02,0.48,-6.36
2023-02-07 15:44:54.691386,0.03,0.47,-6.37
2023-02-07 15:44:54.700023,0.06,0.39,-6.45
2023-02-07 15:44:54.710518,0.01,0.38,-6.46
2023-02-07 15:44:54.721447,0.01,0.41,-6.49
2023-02-07 15:44:54.729441,0.02,0.43,-6.52
2023-02-07 15:44:54.740309,0.04,0.47,-6.55
2023-02-07 15:44:54.748606,0.02,0.43,-6.54
2023-02-07 15:44:54.759382,0.02,0.35,-6.54
2023-02-07 15:44:54.770258,0.03,0.38,-6.48
2023-02-07 15:44:54.778476,0.02,0.42,-6.47
2023-02-07 15:44:54.789290,0.02,0.40,-6.49
2023-02-07 15:44:54.800219,0.03,0.41,-6.51
2023-02-07 15:44:54.808722,0.04,0.36,-6.49
2023-02-07 15:44:54.819294,0.03,0.33,-6.46
2023-02-07 15:44:54.827571,0.02,0.39,-6.45
2023-02-07 15:44:54.838302,0.00,0.44,-6.44
2023-02-07 15:44:54.850188,-0.01,0.48,-6.39
2023-02-07 15:44:54.857450,0.00,0.48,-6.40
2023-02-07 15:44:54.868390,-0.03,0.48,-6.37
2023-02-07 15:44:54.879109,-0.00,0.44,-6.34
2023-02-07 15:44:54.887373,0.03,0.37,-6.33
2023-02-07 15:44:54.898114,0.04,0.31,-6.36
2023-02-07 15:44:54.906349,0.07,0.29,-6.44
2023-02-07 15:44:54.917370,0.01,0.32,-6.45
2023-02-07 15:44:54.928130,0.00,0.36,-6.49
2023-02-07 15:44:54.937174,-0.03,0.40,-6.55
2023-02-07 15:44:54.947193,-0.05,0.43,-6.55
2023-02-07 15:44:54.958025,-0.05,0.42,-6.59
2023-02-07 15:44:54.966729,-0.08,0.45,-6.56
2023-02-07 15:44:54.977204,-0.07,0.43,-6.52
2023-02-07 15:44:54.987929,-0.06,0.44,-6.48
